file,score
Colson-2.04256.445 COND BRK5MTG59_52023_20.STEP.STEP,0.0006635670433752239
MODIFIED LENS.STEP.STEP.STEP.STEP.STEP,0.0005693337880074978
Colson-2.04256.445 COND MTG59_10106_[1].250_1.664_20.STEP.STEP,0.0005480496911332011
A.STEP,0.0003400002606213093
Colson-2.04256.445 COND BRK5MTG59_series 2 fork(4).STEP.STEP,0.00033314884058199823
0000054985.STEP,0.0003156607272103429
0000038052.STEP,0.00030436046654358506
PLAIN WASHER M10_Washer ISO 7089 - 8.STEP.STEP,0.0002503502182662487
0000054839.STEP,0.00017140916315838695
0000026437.STEP,4.9418922571931034e-05
0000032571.STEP,4.868936230195686e-05
CENTRAL BAR.STEP.STEP,8.792987500783056e-06
STB_DOOR_GASKET_STB208012_1.STEP,7.18210321792867e-06
0000022849.STEP,1.5012396881175505e-09
0000032570.STEP,2.9375633869843654e-13
0000032569.STEP,9.846128031076721e-16
Table.STEP,8.407106933359942e-16
Cylinder and valve.STEP,1.0607996711409629e-26
MAIN FRAME_Default_As Machined_.STEP.STEP,0.0
