file,score
BULB.STEP.STEP.STEP.STEP.STEP,0.6585816740989685
CLAMPING PLATE.STEP.STEP,0.6580060124397278
9860-0185-02_1.STEP,0.6523939371109009
Horizontal valve bar clip left.STEP,0.6423265337944031
Support Bar.STEP,0.641381561756134
Colson-2.04256.445 COND BRK5MTG59_wheel(Performa Rubber Conductive FlatBall4).STEP.STEP,0.6291243433952332
0000024775.STEP,0.6282755136489868
D.STEP,0.6203343868255615
9503-0121-12_D2-535-300-190___1.STEP,0.6198834180831909
PLAIN WASHER M10_Washer ISO 7089 - 8.STEP.STEP,0.6152862310409546
FILLET4_1.STEP,0.6137649416923523
Shaft valve connector.STEP,0.6134300231933594
Colson-2.04256.445 COND BRK5MTG59_mtg style(MTG59).STEP.STEP,0.6096029281616211
SUPPORT RING.STEP.STEP,0.6058017611503601
0000026292.STEP,0.5998157262802124
LENS RETAINING RING.STEP,0.5968841314315796
BULB.STEP,0.5922062993049622
0000024696.STEP,0.5901927351951599
Colson-2.04256.445 COND BRK5MTG59_52023_10.STEP.STEP,0.5826908349990845
TORCH BODY - LOWER.STEP,0.5590393543243408
PAN HEAD SCREW M6 x 30_BS EN ISO 1580 - M6 x 30 - 30C.STEP,0.558286190032959
DATA PLATE.STEP.STEP,0.5536429286003113
Colson-2.04256.445 COND BRK5MTG59_10106_[1].250_1.855_23.STEP.STEP,0.5496039390563965
0000031612.STEP,0.5478746891021729
9503-0121-22_D2-535-300-190___1.STEP,0.5476837754249573
0000024730.STEP,0.5440075397491455
Colson-2.04256.445 COND MTG59_52020_00.STEP.STEP,0.5430625677108765
Flywheel end shaft.STEP,0.5213010311126709
CHAMFER5_1.STEP,0.5129753351211548
9711-9350_SSTB2080-999_1.STEP,0.5123795866966248
Outlet plate.STEP,0.5059176683425903
Colson-2.04256.445 COND MTG59_52022_14(riveted).STEP.STEP,0.49195989966392517
Colson-2.04256.445 COND BRK5MTG59_52020_00.STEP.STEP,0.48545241355895996
0000024772.STEP,0.48236727714538574
F-SHCS-M12-15.STEP,0.48178237676620483
PLAIN WASHER M10_Washer ISO 7089 - 10.STEP.STEP,0.47603896260261536
E.STEP,0.44672447443008423
0000036446.STEP,0.4262140095233917
Colson-2.04256.445 COND BRK5MTG59_52022_14(riveted).STEP.STEP,0.42515578866004944
SUPPORT RING (SPIGOT).STEP.STEP,0.4178968071937561
0000034002.STEP,0.3725433349609375
9800-0001-02_D2-513-7_L_-190_1.STEP,0.34352177381515503
PAN HEAD SCREW M6 x 30_BS EN ISO 1580 - M6 x 30 - 30C.STEP.STEP.STEP.STEP.STEP,0.321931391954422
A.STEP,0.3169119954109192
0000038052.STEP,0.24072012305259705
0000036058.STEP,0.23591741919517517
0000054985.STEP,0.22866693139076233
0000036061.STEP,0.22631005942821503
MODIFIED TORCH BODY - LOWER.STEP.STEP.STEP.STEP.STEP,0.22259768843650818
0000054839.STEP,0.1662146896123886
0000036060.STEP,0.16205622255802155
LENS.STEP,0.1384926736354828
MODIFIED LENS.STEP.STEP.STEP.STEP.STEP,0.12724760174751282
9708-0496_SSTB208012-1005_1.STEP,0.10592083632946014
CHAMFER5_1_2.STEP,0.10196354985237122
Shaft Support left.STEP,0.0800585225224495
0000025838.STEP,0.07664289325475693
0000054987.STEP,0.0687861293554306
Base.STEP,0.05115392804145813
FILLET4_1_2.STEP,0.0478292740881443
TOOL CLIP.STEP.STEP,0.030990032479166985
Colson-2.04256.445 COND BRK5MTG59_52023_00.STEP.STEP,0.019636204466223717
0000026075.STEP,0.019429238513112068
Colson-2.04256.445 COND BRK5MTG59_52023_14.STEP.STEP,0.01758626475930214
0000025830.STEP,0.014628146775066853
Colson-2.04256.445 COND MTG59_52023_00.STEP.STEP,0.0025235575158149004
Right support.STEP,0.00243056146427989
0000032572.STEP,0.001256421790458262
Colson-2.04256.445 COND BRK5MTG59_52023_20.STEP.STEP,0.0010012128623202443
0000036455.STEP,0.0006655107135884464
0000032570.STEP,0.0005431452300399542
Colson-2.04256.445 COND BRK5MTG59_series 2 fork(4).STEP.STEP,0.00044736938434652984
0000032569.STEP,0.00035644182935357094
0000038455.STEP,0.0002622380561660975
Colson-2.04256.445 COND MTG59_series 2 fork(4).STEP.STEP,2.4897446564864367e-05
0000032565.STEP,2.2332196749630384e-06
0000038454.STEP,1.1449437806732021e-06
0000032571.STEP,4.954166570314555e-07
Table.STEP,2.2720719403124257e-11
CENTRAL BAR.STEP.STEP,1.235794279408342e-11
0000026437.STEP,8.28325038768063e-14
0000022849.STEP,8.52130973866028e-16
Cylinder and valve.STEP,2.875187271958281e-38
MAIN FRAME_Default_As Machined_.STEP.STEP,0.0
