file,score
0000031612.STEP,0.7751656770706177
BULB HOUSING.STEP,0.76978600025177
0000024694.STEP,0.7501822113990784
TORCH BODY - LOWER.STEP,0.7433578968048096
BULB.STEP,0.7350063323974609
LENS RETAINING RING.STEP,0.7313217520713806
Colson-2.04256.445 COND BRK5MTG59_52023_14.STEP.STEP,0.7114163041114807
0000026054.STEP,0.7072234153747559
0000024692.STEP,0.7025346159934998
9800-0001-02_D2-513-7_L_-190_1.STEP,0.666511595249176
DOWEL PIN_662-20432.STEP.STEP,0.656729519367218
Shaft Support left.STEP,0.6451635956764221
0000024772.STEP,0.610579788684845
HAMMER DRIVE SCREW No2 x .190.STEP.STEP,0.5761643052101135
HANDLE.STEP.STEP,0.575694739818573
0000026075.STEP,0.525987446308136
0000025830.STEP,0.5168978571891785
0000022553.STEP,0.4886401295661926
Colson-2.04256.445 COND BRK5MTG59_52020_00.STEP.STEP,0.4766503572463989
0000036057.STEP,0.4654382169246673
Colson-2.04256.445 COND BRK5MTG59_52023_02.STEP.STEP,0.4576132893562317
9503-0121-12_D2-535-300-190___1.STEP,0.446603924036026
TOOL CLIP.STEP.STEP,0.4381913840770721
Colson-2.04256.445 COND BRK5MTG59_52022_14(riveted).STEP.STEP,0.4304120242595672
B.STEP,0.4240970015525818
Colson-2.04256.445 COND BRK5MTG59_52023_12.STEP.STEP,0.4224740862846374
9860-0185-02_1.STEP,0.4213671684265136
CHAMFER5_1_2.STEP,0.3749789595603943
Colson-2.04256.445 COND MTG59_52020_00.STEP.STEP,0.3598336577415466
Colson-2.04256.445 COND MTG59_52022_14(riveted).STEP.STEP,0.3023940324783325
CHAMFER5_1.STEP,0.2456614673137664
Support Bar.STEP,0.2270353585481643
9503-0121-22_D2-535-300-190___1.STEP,0.2198902666568756
0000036060.STEP,0.1762353628873825
0000026158.STEP,0.1738959997892379
0000026093.STEP,0.1642134338617324
STB_DOOR_GASKET_STB208012_1.STEP,0.1584533005952835
F-SHCS-M12-15.STEP,0.1545627862215042
Colson-2.04256.445 COND MTG59_10106_[1].250_1.664_20.STEP.STEP,0.1417751908302307
PLAIN WASHER M10_Washer ISO 7089 - 8.STEP.STEP,0.1377087235450744
0000025838.STEP,0.1370010375976562
PLAIN WASHER M10_Washer ISO 7089 - 10.STEP.STEP,0.1311398297548294
Outlet plate.STEP,0.1211403831839561
0000036058.STEP,0.120319664478302
0000026105.STEP,0.1115404441952705
Colson-2.04256.445 COND MTG59_wheel(Performa Rubber Conductive FlatBall4).STEP.STEP,0.1073995754122734
0000032414.STEP,0.1031581535935401
Right support.STEP,0.1018631160259246
Colson-2.04256.445 COND MTG59_10106_[1].250_1.855_23.STEP.STEP,0.0891487449407577
FILLET4_1_2.STEP,0.079870156943798
Base.STEP,0.0585148148238658
0000036455.STEP,0.0552496872842311
D.STEP,0.0537590458989143
0000026103.STEP,0.0404523201286792
Colson-2.04256.445 COND BRK5MTG59_10106_[1].250_1.855_23.STEP.STEP,0.0395821519196033
E.STEP,0.0387994721531868
9708-0496_SSTB208012-1005_1.STEP,0.0263293143361806
A.STEP,0.0262100622057914
0000038455.STEP,0.0245772823691368
0000038052.STEP,0.0166383050382137
0000036061.STEP,0.0150957647711038
0000054985.STEP,0.0146626625210046
Colson-2.04256.445 COND BRK5MTG59_wheel(Performa Rubber Conductive FlatBall4).STEP.STEP,0.0123087894171476
0000054839.STEP,0.0122727733105421
Colson-2.04256.445 COND BRK5MTG59_52023_00.STEP.STEP,0.0120225371792912
Colson-2.04256.445 COND BRK5MTG59_10106_[1].250_1.664_20.STEP.STEP,0.0108498558402061
MODIFIED LENS.STEP.STEP.STEP.STEP.STEP,0.0106768757104873
Colson-2.04256.445 COND MTG59_52023_00.STEP.STEP,0.0105873886495828
LENS.STEP,0.0069549242034554
Colson-2.04256.445 COND BRK5MTG59_52023_20.STEP.STEP,0.0061015053652226
Colson-2.04256.445 COND MTG59_series 2 fork(4).STEP.STEP,0.0053679710254073
0000054987.STEP,0.004626034758985
Colson-2.04256.445 COND BRK5MTG59_series 2 fork(4).STEP.STEP,0.002055934863165
0000032571.STEP,2.194651824538596e-05
0000038454.STEP,3.870072305289796e-06
0000032572.STEP,5.077178002466098e-07
CENTRAL BAR.STEP.STEP,7.122368250733756e-10
0000032569.STEP,6.24314766550782e-10
0000032565.STEP,9.280693347071128e-14
0000032570.STEP,1.488512041684765e-16
0000022849.STEP,1.2637266697529906e-17
0000026437.STEP,1.4080037810281888e-18
Table.STEP,1.2786532027896125e-23
Cylinder and valve.STEP,1.295432610830578e-33
MAIN FRAME_Default_As Machined_.STEP.STEP,0.0
